name_file,min_energy,pseudo_energy,log_min_evalue,covarying_bp,MPI,average_MFE_sample,sd_sample,zscore,sci
3_169764772_169765049_14_90.5_0.1_0.21_66.4_2.4_124_+.aln,-0.39166064981949456,-0.28913357400722023,-0.08769290024375508,0.0,90.5,-0.6193862815884477,15.69,-1.24,1.4415
3_169764768_169765057_14_90.5_0.1_0.21_66.6_2.3_112_+.aln,-0.38152249134948096,-0.28730103806228374,-2.6195856103375625E-4,0.0,90.5,-0.6192041522491349,15.23,-1.12,1.4517
3_169764782_169765056_14_90.7_0.1_0.21_66.7_2.4_148_-.aln,-0.39762773722627737,-0.29883211678832117,-0.39562488633366216,0.0,90.7,-0.6081386861313869,17.74,-1.48,1.5069
3_169764767_169765047_14_90.4_0.1_0.21_66.6_2.3_91_+.aln,-0.38010714285714287,-0.28535714285714286,0.1662879901467175,0.0,90.4,-0.6257857142857143,15.92,-0.91,1.4399
3_169764774_169765048_14_90.6_0.1_0.21_66.6_2.4_143_-.aln,-0.39299270072992704,-0.2982846715328467,-0.5500004516890253,0.0,90.6,-0.6083941605839416,16.36,-1.43,1.5082
3_169764751_169764820_14_94.4_0.1_0.12_77.0_0.2_122_+.aln,-0.4591304347826087,-0.3652173913043478,0.4027650438846213,0.0,94.4,-0.6728985507246377,8.43,-1.22,1.7301
3_169764772_169765049_14_90.5_0.1_0.21_66.4_2.4_150_-.aln,-0.39314079422382675,-0.29505415162454873,-0.13665453335791106,0.0,90.5,-0.592274368231047,18.13,-1.5,1.4947
3_169764751_169764820_14_94.4_0.1_0.12_77.0_0.2_128_-.aln,-0.49753623188405793,-0.3720289855072464,0.4010540010087609,0.0,94.4,-0.6814492753623189,8.64,-1.28,1.7283
3_169764748_169764823_14_93.4_0.1_0.14_74.6_1.3_122_+.aln,-0.44439999999999996,-0.3373333333333333,0.4005362625714877,0.0,93.4,-0.6662666666666667,7.77,-1.22,1.6353
3_169764748_169764823_14_93.4_0.1_0.14_74.6_1.3_109_-.aln,-0.474,-0.3424,0.4130246797015895,0.0,93.4,-0.6668,8.56,-1.09,1.6669
3_169764731_169764823_14_93.2_0.1_0.15_74.3_1.1_152_+.aln,-0.42239130434782607,-0.35717391304347823,-0.5169136070991208,0.0,93.2,-0.6442391304347826,8.66,-1.52,1.7134
3_169764725_169764821_14_93.7_0.1_0.14_75.8_0.1_154_+.aln,-0.44072916666666667,-0.3388541666666667,0.4676376987478915,0.0,93.7,-0.64625,9.18,-1.54,1.7045
3_169764731_169764823_14_93.2_0.1_0.15_74.3_1.1_135_-.aln,-0.47423913043478266,-0.34630434782608693,0.47483083665053016,0.0,93.2,-0.6711956521739131,8.79,-1.35,1.6834
3_169764725_169764821_14_93.7_0.1_0.14_75.8_0.1_148_-.aln,-0.5085416666666667,-0.3597916666666667,0.46456554976950337,0.0,93.7,-0.7155208333333333,8.6,-1.48,1.6015
3_169764721_169764833_14_91.2_0.1_0.2_76.4_3.1_140_+.aln,-0.4545535714285714,-0.37008928571428573,-0.11082552238158884,0.0,91.2,-0.7058928571428572,9.57,-1.4,1.5426
3_169764717_169764835_14_91.0_0.1_0.2_77.0_3.0_192_+.aln,-0.4726271186440678,-0.36957627118644065,0.1302726412662768,0.0,91.0,-0.7005932203389831,9.96,-1.92,1.5516
3_169764721_169764833_14_91.2_0.1_0.2_76.4_3.1_123_-.aln,-0.47098214285714285,-0.3472321428571429,0.4766650059411154,0.0,91.2,-0.7358928571428571,10.05,-1.23,1.5947
3_169764768_169765057_14_90.5_0.1_0.21_66.6_2.3_124_-.aln,-0.38775086505190315,-0.2948096885813149,-0.3004267454959416,0.0,90.5,-0.6160553633217993,17.28,-1.24,1.4887
3_169764717_169764835_14_91.0_0.1_0.2_77.0_3.0_148_-.aln,-0.4997457627118644,-0.365,0.45245347812147074,0.0,91.0,-0.7645762711864407,11.02,-1.48,1.591
3_169764715_169764841_14_90.9_0.1_0.2_76.8_2.8_143_+.aln,-0.4735714285714286,-0.3714285714285714,0.3092020486814606,0.0,90.9,-0.7429365079365079,9.04,-1.43,1.5325
3_169764713_169764838_14_90.9_0.1_0.2_77.0_2.8_144_+.aln,-0.47184,-0.37239999999999995,0.32802060144182116,0.0,90.9,-0.74552,10.26,-1.44,1.5406
3_169764767_169765047_14_90.4_0.1_0.21_66.6_2.3_156_-.aln,-0.38957142857142857,-0.2918928571428572,-0.11317550398365878,0.0,90.4,-0.5860714285714286,17.51,-1.56,1.5045
3_169764765_169765057_14_90.4_0.1_0.21_66.9_2.2_111_+.aln,-0.3902054794520548,-0.2906164383561644,0.07547761472053852,0.0,90.4,-0.6298972602739726,15.85,-1.11,1.4494
3_169764715_169764841_14_90.9_0.1_0.2_76.8_2.8_169_-.aln,-0.4915873015873016,-0.3515079365079365,0.45322198938676334,0.0,90.9,-0.7444444444444445,9.58,-1.69,1.5806
3_169764696_169764854_14_87.8_0.1_0.26_76.2_4.3_78_+.aln,-0.390126582278481,-0.3267721518987342,-0.3629037153146087,0.0,87.8,-0.6810759493670886,11.89,-0.78,1.4321
3_169764713_169764838_14_90.9_0.1_0.2_77.0_2.8_218_-.aln,-0.51136,-0.36863999999999997,0.5329428295467182,0.0,90.9,-0.74152,10.0,-2.18,1.587
3_169764691_169764852_14_87.9_0.1_0.26_75.9_4.3_152_+.aln,-0.45173913043478264,-0.3460248447204969,0.14965319013469855,0.0,87.9,-0.6932298136645962,12.32,-1.52,1.4822
3_169764696_169764854_14_87.8_0.1_0.26_76.2_4.3_106_-.aln,-0.43202531645569625,-0.3222784810126582,-0.31465781697193057,0.0,87.8,-0.7093037974683544,10.94,-1.06,1.4499
3_169764677_169764874_14_87.9_0.1_0.26_75.4_3.9_119_+.aln,-0.4336548223350254,-0.32299492385786804,0.20703892478546856,0.0,87.9,-0.6938071065989848,14.09,-1.19,1.426
3_169764691_169764852_14_87.9_0.1_0.26_75.9_4.3_204_-.aln,-0.49677018633540376,-0.3416149068322981,0.2903663301722527,0.0,87.9,-0.7011801242236025,13.0,-2.04,1.491
3_169764677_169764867_14_88.0_0.1_0.26_75.1_4.4_169_+.aln,-0.45005263157894737,-0.3348947368421053,0.32146586447025816,0.0,88.0,-0.6967368421052631,10.97,-1.69,1.4897
3_169764619_169764680_14_89.9_0.1_0.22_72.7_2.6_68_+.aln,-0.33327868852459014,-0.2845901639344262,0.599957266802885,0.0,89.9,-0.5713114754098361,6.2,-0.68,1.4465
3_169764619_169764680_14_89.9_0.1_0.22_72.7_2.6_36_-.aln,-0.3408196721311475,-0.28442622950819674,0.264893345917631,0.0,89.9,-0.6065573770491803,6.5,-0.36,1.4018
3_169764618_169764687_14_90.1_0.1_0.22_71.5_2.3_41_+.aln,-0.296231884057971,-0.2727536231884058,0.6014656871758172,0.0,90.1,-0.5866666666666667,6.58,-0.41,1.418
3_169764618_169764687_14_90.1_0.1_0.22_71.5_2.3_60_-.aln,-0.31115942028985505,-0.2518840579710145,0.42072622632120377,0.0,90.1,-0.583768115942029,6.56,-0.6,1.3735
3_169764617_169764684_14_89.5_0.1_0.23_72.1_2.4_88_+.aln,-0.306865671641791,-0.2808955223880597,0.6012993101943376,0.0,89.5,-0.566865671641791,5.96,-0.88,1.411
3_169764617_169764684_14_89.5_0.1_0.23_72.1_2.4_62_-.aln,-0.32044776119402985,-0.25940298507462684,0.41535235503369194,0.0,89.5,-0.6091044776119403,5.49,-0.62,1.3659
