name_file,min_energy,pseudo_energy,log_min_evalue,covarying_bp,MPI,average_MFE_sample,sd_sample,zscore,sci
3_169764580_169764668_14_71.8_0.2_0.65_68.5_28.2_95_+.aln,-0.22647727272727272,-0.2531818181818182,-0.502003906510953,0.0,71.8,-0.4085227272727273,7.02,-0.95,1.1957
3_169764651_169764857_14_88.1_0.1_0.25_75.4_4.1_124_+.aln,-0.42092233009708735,-0.3346601941747573,0.435395193007155,0.0,88.1,-0.6823300970873787,13.7,-1.24,1.4942
3_169764580_169764668_14_71.8_0.2_0.65_68.5_28.2_82_-.aln,-0.20136363636363636,-0.30818181818181817,-1.5588895526909277,0.0,71.8,-0.44886363636363635,6.51,-0.82,1.0898
3_169764570_169764669_14_71.7_0.2_0.65_68.3_26.4_137_+.aln,-0.16828282828282828,-0.342020202020202,-0.5584321085063851,0.0,71.7,-0.4074747474747475,7.7,-1.37,1.2782
3_169764677_169764867_14_88.0_0.1_0.26_75.1_4.4_114_-.aln,-0.44694736842105265,-0.3276842105263158,0.4311964481326541,0.0,88.0,-0.7192631578947368,13.56,-1.15,1.5141
3_169764677_169764874_14_87.9_0.1_0.26_75.4_3.9_134_-.aln,-0.4614720812182741,-0.3113197969543147,-0.36202021460034617,0.0,87.9,-0.7147208121827412,11.55,-1.34,1.452
3_169764570_169764669_14_71.7_0.2_0.65_68.3_26.4_229_-.aln,-0.2687878787878788,-0.3581818181818182,-1.532899731275951,0.0,71.7,-0.46202020202020205,7.13,-2.29,1.2517
3_169764569_169764668_14_71.5_0.2_0.66_67.9_26.4_126_+.aln,-0.2183838383838384,-0.29373737373737374,-0.6024840697262387,0.0,71.5,-0.4163636363636363,7.92,-1.26,1.2903
3_169764499_169764556_13_72.5_0.2_0.61_62.4_5.7_159_+.aln,-0.14877192982456142,-0.252280701754386,0.33710768992849954,0.0,72.5,-0.2650877192982456,4.86,-1.59,1.4225
3_169764765_169765057_14_90.4_0.1_0.21_66.9_2.2_138_-.aln,-0.39558219178082193,-0.29592465753424657,-0.46981567532501384,0.0,90.4,-0.6160616438356163,16.34,-1.38,1.4853
3_169764491_169764556_13_72.4_0.2_0.61_59.5_5.9_125_+.aln,-0.13769230769230767,-0.22692307692307692,-0.3542810968343302,0.0,72.4,-0.25953846153846155,5.61,-1.25,1.3489
3_169764569_169764668_14_71.5_0.2_0.66_67.9_26.4_181_-.aln,-0.24505050505050507,-0.34464646464646465,-1.5211681031761104,0.0,71.5,-0.46060606060606063,7.08,-1.81,1.2097
3_169764475_169764557_13_74.6_0.1_0.57_58.8_8.7_152_+.aln,-0.1171951219512195,-0.2173170731707317,-0.009258122262042465,0.0,74.6,-0.25353658536585366,6.33,-1.52,1.3743
3_169764491_169764556_13_72.4_0.2_0.61_59.5_5.9_118_-.aln,-0.14153846153846153,-0.2429230769230769,-0.9480259907625425,0.0,72.4,-0.2935384615384615,5.33,-1.18,1.2922
3_169764555_169764693_14_74.0_0.2_0.6_68.0_21.8_231_+.aln,-0.23050724637681158,-0.31268115942028984,-1.031811817927168,0.0,74.0,-0.4229710144927536,8.24,-2.32,1.2743
3_169764475_169764557_13_74.6_0.1_0.57_58.8_8.7_56_-.aln,-0.10560975609756097,-0.2271951219512195,0.49624862750015175,0.0,74.6,-0.3169512195121951,6.37,-0.57,1.2095
3_169764461_169764556_13_74.9_0.1_0.56_58.9_7.7_182_+.aln,-0.17052631578947366,-0.2483157894736842,-0.9176239925619527,0.0,74.9,-0.2827368421052632,7.11,-1.82,1.4208
3_169764461_169764556_13_74.9_0.1_0.56_58.9_7.7_150_-.aln,-0.16052631578947368,-0.25505263157894736,-0.34856690852050703,0.0,74.9,-0.3142105263157895,7.16,-1.5,1.3089
3_169764437_169764555_13_73.7_0.1_0.59_57.5_8.9_129_+.aln,-0.1585593220338983,-0.24008474576271185,-0.055487224389318704,0.0,73.7,-0.30711864406779665,8.41,-1.29,1.4132
3_169764555_169764693_14_74.0_0.2_0.6_68.0_21.8_81_-.aln,-0.20978260869565216,-0.29297101449275365,-1.3150765800405244,0.0,74.0,-0.4657246376811594,8.44,-0.81,1.0765
3_169764437_169764555_13_73.7_0.1_0.59_57.5_8.9_122_-.aln,-0.1401694915254237,-0.24220338983050846,-0.9296185298912998,0.0,73.7,-0.3333050847457627,7.2,-1.22,1.3037
3_169764651_169764857_14_88.1_0.1_0.25_75.4_4.1_129_-.aln,-0.44854368932038835,-0.32985436893203884,-0.3029459801559473,0.0,88.1,-0.7265533980582524,11.88,-1.29,1.5099
3_169764471_169764690_14_71.5_0.2_0.66_64.9_19.5_111_+.aln,-0.1730593607305936,-0.2917808219178082,-0.7365296339388153,0.0,71.5,-0.4213698630136986,11.06,-1.11,1.2149
3_169763852_169764028_14_65.2_0.2_0.79_49.4_23.4_56_+.aln,-0.07409090909090908,-0.14755681818181818,-0.7672782675143527,0.0,65.2,-0.1915909090909091,9.51,-0.57,0.6987
3_169764416_169764632_14_65.6_0.1_0.81_62.4_21.9_34_+.aln,-0.10837962962962963,-0.19824074074074075,-0.8192435076964416,0.0,65.6,-0.29305555555555557,9.68,-0.34,0.865
3_169764326_169764556_12_71.1_0.1_0.68_53.4_9.6_36_+.aln,-0.08382608695652174,-0.19947826086956522,-0.5975425842863819,0.0,71.1,-0.290695652173913,11.25,-0.36,1.1699
3_169763824_169764027_14_66.7_0.2_0.75_50.6_22.8_10_+.aln,-0.04566502463054187,-0.169064039408867,-0.3678718434747604,0.0,66.7,-0.2151231527093596,9.49,-0.1,0.6712
3_169763852_169764028_14_65.2_0.2_0.79_49.4_23.4_33_-.aln,-0.005056818181818182,-0.15045454545454545,-0.962996048974053,1.0,65.2,-0.14306818181818182,9.08,-0.33,0.656
3_169764471_169764690_14_71.5_0.2_0.66_64.9_19.5_27_-.aln,-0.1754794520547945,-0.29200913242009136,-0.9853450775535582,0.0,71.5,-0.4580365296803653,10.46,-0.27,1.08
3_169764416_169764632_14_65.6_0.1_0.81_62.4_21.9_43_-.aln,-0.1275,-0.20120370370370372,-1.9581259096917454,0.0,65.6,-0.3220833333333333,9.15,-0.43,0.8226
